week,ad_spend_linear_tv,ad_spend_digital,ad_spend_search,ad_spend_social,ad_spend_programmatic,sales_units_sold,sales,profit_margin,gdp,inflation,consumer_confidence,media_clicks,media_impressions,media_reach,media_engagement,consumer_demographics,consumer_sentiment
3/12/2023,52058.44943,87006.33809,71970.63192,81116.77702,48114.7876,42516.04037,660758.017,0.187826982,21356.07193,1.77377126,106.2410502,347444.5513,1256835.748,2057416.459,29429.35461,43.46433853,79.00304363
3/19/2023,146990.9852,108431.4531,87937.87284,48794.38124,81577.81371,49988.70693,1171118.55,0.175388886,22922.14063,3.300037284,95.86811402,401086.6558,3327885.608,2078900.55,15172.69902,26.72056831,30.46791391
3/26/2023,133244.2641,102330.4869,72609.03138,106163.5489,41318.62594,49865.47348,1298925.9,0.192535957,21297.32546,3.247780155,108.172031,163442.0421,2075973.618,2332782.556,26768.83626,49.4749498,8.091928305
4/2/2023,71233.91107,46791.3053,65464.68827,87721.23792,23780.02623,32217.26822,863705.7555,0.160275575,21829.24825,2.694826204,103.9634971,452348.3037,4190236.403,828919.2128,24559.6371,54.5118831,40.29801788
4/9/2023,68182.49672,110330.3099,27493.98143,72120.09446,25724.37615,40759.49661,903864.8464,0.249521876,21170.69934,2.701033721,109.9380233,448737.4111,2241447.836,2289562.412,19175.40652,28.669592,17.3524515
4/16/2023,68340.45099,78540.80177,49417.26424,76996.26343,72113.29738,47790.6292,1065926.245,0.200544078,22993.7485,2.830073349,90.52135446,111698.9132,2820880.596,2772581.302,23461.23023,23.82858222,69.49510889
4/23/2023,80424.2243,102669.614,41216.18941,60666.00531,61366.35475,43985.89563,530106.7967,0.146442539,22004.39002,1.850742557,103.0156487,430326.7002,1046482.16,949207.7722,26962.88903,20.94554344,34.60997265
4/30/2023,102475.6432,110648.217,39519.17147,46057.13411,22584.20071,19893.92407,983118.7484,0.279914915,22190.77003,3.328823892,92.05792741,151547.947,1289787.551,1093858.312,15103.50804,45.67886002,97.56102009
5/7/2023,93194.50186,58620.31275,97840.84438,55257.67769,21308.01046,28021.76541,817172.0105,0.176778244,21134.15295,2.33754105,94.39626861,234047.5417,2569974.226,2928487.735,13175.82904,44.28376144,64.09720773
5/14/2023,79122.91402,39904.67321,51447.81797,89416.91939,67572.68486,15166.37661,991246.0283,0.208710572,22499.92094,2.266277056,98.8251639,397403.3025,2919755.339,952442.3818,21689.83464,41.86789651,82.24805636
5/21/2023,111185.2895,50514.16463,91363.72441,26223.44653,20457.22548,48162.04109,679643.1977,0.281294422,21419.81119,2.537835411,106.2103134,164303.9584,3400082.192,2635962.733,25196.14855,29.27788384,13.25246727
5/28/2023,63949.38607,68439.70098,70491.09008,34866.17444,76639.50445,34246.98538,1835790.921,0.224847599,22796.10858,1.593931934,109.5225041,427186.8096,2166650.315,1730694.641,24057.12837,35.63623984,86.20144823
6/4/2023,79214.46485,103621.3289,83584.90428,28910.22457,67968.16704,19145.71222,1390388.68,0.123379608,21410.27928,1.832566738,103.0482024,432853.6712,3779927.545,1118077.686,24945.34122,43.77905341,92.27571905
6/11/2023,86636.18433,107465.7525,60210.96745,28461.9482,21101.15855,36868.02738,1518653.479,0.287966425,21381.37544,2.976067233,92.53300347,302987.0935,4440489.589,2676874.753,15889.58287,39.87067435,48.70619188
6/18/2023,95606.99842,30625.69175,66152.31077,97714.14964,21362.82856,34725.12962,1683756.858,0.225541611,21073.09934,1.665597336,92.64071007,102554.3487,4119403.956,1613263.138,25445.8554,59.51142081,60.62529378
6/25/2023,128517.5961,75967.25723,59401.41551,84810.91805,88997.96839,24326.50872,1247663.298,0.166981123,21944.13389,2.706304219,102.127469,214815.2533,1158475.301,1787043.385,8005.226384,25.4575901,76.48098009
7/2/2023,69967.37822,67566.99028,35619.43902,65304.77547,43070.30968,14542.30369,630380.4321,0.127854415,22129.68227,1.990698219,87.16331437,346770.7674,2922027.789,1398083.423,18612.22745,47.80578216,17.48386273
7/9/2023,101423.4438,49989.70294,77796.16922,33315.90366,42798.16103,36862.92782,1305659.813,0.258805038,21131.41728,2.278591228,83.31422339,492474.4712,1419720.714,1982377.129,5143.966512,36.17275072,50.25660765
7/16/2023,109241.4569,40787.88306,42461.789,66787.34938,75959.96754,30812.30804,1380261.677,0.224014551,22551.05523,2.077387474,90.63866473,352725.4108,1968180.063,908809.6815,13114.64575,37.1279846,39.86630278
7/23/2023,54645.04127,60385.36543,21945.27731,65245.10052,86043.6433,40892.73567,1618159.211,0.206692218,21906.57767,2.211345433,88.61716975,203921.4324,4946650.373,1477703.842,14161.53837,48.70391063,14.63739922
7/30/2023,110754.4852,114861.8734,71637.78367,39722.15894,88950.07979,30806.54004,1147489.319,0.278778517,22048.78054,2.93809181,88.88924361,353602.2812,1569982.172,2923530.806,14904.31729,47.69744605,36.75344223
8/6/2023,67052.41237,59088.26388,34168.85435,61877.39019,71503.36389,44087.26001,691370.4542,0.257719442,21881.52549,2.094243431,87.00823253,315994.1519,2995552.614,1145333.582,22386.68017,59.65023975,6.817230939
8/13/2023,56505.1593,76691.15596,95236.68675,58872.90242,43219.46891,32076.27355,925663.8587,0.130334976,21801.52612,2.632809281,81.26279569,411938.1581,3472622.937,2141841.661,14713.95253,25.13577158,2.581190695
8/20/2023,144888.5537,93271.7063,96314.28616,77347.25833,21262.55375,32437.51886,1044623.445,0.162344414,22119.28066,2.452100804,80.53621804,142792.2555,3809859.882,1312975.161,16217.34057,24.16438598,13.51662892
8/27/2023,146563.2033,62726.66421,93189.15122,78982.96032,73286.01869,45066.14411,1468875.862,0.149697828,21310.48049,2.827342331,109.6316717,404411.161,3238594.734,2433682.814,10938.60327,48.97355269,96.31151116
9/3/2023,130839.7348,117460.3874,49612.69602,28850.84083,56880.31873,26139.31465,1356167.457,0.248789259,21363.85626,3.373659479,92.83319401,316506.6315,1039083.39,827184.1518,14331.29479,43.13547668,54.95295359
9/10/2023,80461.37692,116620.2565,21236.52932,56842.07224,46816.65069,15360.60914,1034145.089,0.106706487,22723.57124,2.965144194,91.52979941,485196.8015,2305845.233,2924552.613,10681.74068,30.96642666,96.58221612
9/17/2023,59767.2114,52660.40662,94265.48501,78198.09284,82976.57888,11151.30705,1979772.873,0.213977937,22892.23092,1.929880757,100.3894185,236748.8664,3070846.574,1634473.853,6829.898094,23.17677476,43.24978783
9/24/2023,118423.3027,74752.36553,54254.73187,67766.58198,23339.81117,40205.49023,1408662.229,0.252491737,21746.61863,1.56236627,86.54761664,353048.7573,1351465.997,1090126.158,20086.21483,23.42632998,31.18161331
10/1/2023,94015.24937,57079.04788,97332.38552,97801.6365,51946.88282,34812.38205,855840.1876,0.275353127,21541.48935,2.024528089,108.4988355,472811.2422,2402507.725,683741.8683,21705.31996,55.76763499,50.61418628
10/8/2023,62203.82348,55635.64449,97089.59817,80988.95869,15851.52336,38163.19072,652673.7089,0.16841635,22287.99909,2.690155861,103.5903504,141003.8912,1132812.435,924394.7627,20487.25865,27.67469299,43.95116886
10/15/2023,99517.69101,33319.82526,88240.75644,38849.4263,50149.54815,18518.56646,729288.7088,0.264251461,21817.46834,1.602851627,82.68233007,474891.3949,1314313.989,1799434.871,16587.3511,32.93486248,10.56646843
10/22/2023,53438.85211,84860.79006,43555.91137,30998.34353,19222.74568,15454.85902,868936.5926,0.122126347,21050.77271,2.492732494,92.52742327,375154.2889,2587693.105,1342507.941,14494.6445,29.06625609,64.08263147
10/29/2023,140932.0402,75241.11209,50807.81829,79605.63865,23911.34372,10581.78663,741022.0599,0.269290458,21312.30519,2.693685698,106.3735492,127134.8236,1530863.016,2572208.415,26583.34124,34.19985223,21.60381825
11/5/2023,75877.99816,34633.08761,88090.93372,27253.4614,23814.46851,24023.50235,779850.5361,0.125497732,22431.94446,2.168487782,108.3419607,220385.4268,3270163.393,1577218.809,17977.04463,22.77695371,61.95879549
11/12/2023,116252.2284,55078.18178,45353.76041,74790.92441,63690.77266,33596.70747,927642.753,0.179457458,22317.84788,3.041824407,94.02204534,383268.8355,3757859.877,1121785.681,16979.54694,40.76239164,65.02010924
11/19/2023,81171.10761,111743.9297,33559.41973,104919.5705,70953.36594,25689.7618,760060.3929,0.259459073,21054.19199,1.713196506,98.40234168,126940.2406,4202346.796,2042862.467,5641.051645,22.70450254,15.20248531
11/26/2023,102006.8021,51560.57016,64544.101,73915.30512,58752.65738,27498.99688,1845148.137,0.129983485,21443.94432,1.650275563,85.01101838,332868.1841,1800600.977,2266943.042,13531.19569,52.01426031,6.134962711
12/3/2023,104671.0279,43040.53849,94892.38193,57994.44373,87162.94114,46166.34778,620350.6185,0.145850279,21462.14959,2.956377512,109.7350588,238353.2228,1669930.329,917604.7698,14504.89047,29.34848328,78.07615861
12/10/2023,68485.44555,74050.74842,75682.38373,79679.49857,43115.29346,23930.21868,1286767.084,0.244450514,22343.78549,2.490982632,86.95015104,348366.2071,1418271.361,919048.0407,14970.56952,41.60047658,45.98004238
12/17/2023,146958.4628,118708.5409,65604.89361,63951.49569,36428.40647,30559.57957,1115595.24,0.244007307,21039.42108,2.876804793,108.2819532,118296.8135,3545720.998,591678.5673,19504.30923,55.2031635,5.816379551
12/24/2023,127513.2823,51784.97444,27774.1195,71377.42709,80144.93461,41346.12051,1973567.925,0.228229527,21208.21716,2.369654677,99.48939947,448614.7225,3825902.906,2341005.038,18340.06367,46.03509476,99.48663172
12/31/2023,143949.8942,90492.19927,69200.57814,105024.5087,31769.68789,18103.1979,467640.8473,0.238789689,22599.83217,1.992804066,58.93926231,489395.5877,1126344.579,2159511.319,20197.62732,41.31831146,3.46683366
1/7/2024,139482.735,98545.76538,99204.30801,57818.72421,87241.69046,24418.42761,767748.379,0.208544889,21357.08932,3.138204635,57.2283932,487551.1421,4744848.985,1686577.189,24122.08154,32.97335012,41.70211373
1/14/2024,109789.9979,51387.37896,31206.72122,106701.1979,15911.5856,31146.18384,1367943.955,0.150359812,22305.49222,3.098831758,52.15205661,399860.7327,1207885.135,2610426.122,25324.64347,33.32007652,59.02073552
1/21/2024,142187.4235,95539.47138,61466.37219,101954.8046,87740.912,33586.57746,1258782.482,0.169139199,21476.36556,2.889392942,51.17750458,152034.4961,3165185.341,2514175.382,22953.07691,46.77947821,14.35080625
1/28/2024,58849.25021,63100.48194,90189.84575,41642.24646,18236.9934,11118.05747,1207925.674,0.136319543,21198.88279,2.044290274,51.96875176,403305.2784,3836242.078,1963385.911,28888.0924,59.76557445,8.534962121
2/4/2024,69598.28624,86907.52475,79261.48942,30895.71057,81835.73353,32944.4535,620797.9684,0.281690112,21486.34438,2.680461334,51.35588872,109834.7666,4483876.495,2670678.201,5455.814567,46.47356759,7.283096365
2/11/2024,54522.72889,87017.67397,75761.25928,33566.13012,54577.58318,20779.25621,529431.9668,0.216678359,22444.53386,2.221947794,62.03252052,108849.4206,3856347.729,1014603.025,9894.449642,42.31133669,18.19650885
2/18/2024,82533.03308,78219.72157,76198.72672,26548.85518,89472.35971,14230.84287,1052075.381,0.180170283,22711.39294,1.683164147,54.30225467,229444.0877,4206912.332,779799.0485,5189.071874,49.22602041,6.062748661
2/25/2024,88867.72897,38126.0793,48759.2921,33027.65166,20534.74236,19855.80117,1325844.789,0.192401161,22660.43973,3.334627151,49.04116818,295457.2762,2357800.77,1174374.029,21186.86785,38.60822449,41.5296805
3/3/2024,77134.90318,105177.2246,43487.34754,83055.57574,56539.07133,34440.91211,934601.0377,0.289456668,21794.36706,1.773637262,65.44384734,408162.9671,4259300.455,642717.1402,27450.76372,22.4056937,3.737507888
3/10/2024,132873.7509,58870.20585,84748.89244,31051.03512,87697.69017,20793.30663,950193.3239,0.130670281,22336.17027,3.400474708,63.90814593,373318.1506,1320459.386,1827923.82,11087.05741,42.49187264,30.56532769
3/17/2024,85675.33267,46786.66594,84809.07157,52112.92857,54232.33831,16205.04509,643978.0483,0.217245966,21409.96859,2.392011546,64.6995411,278361.0826,4579266.624,2841514.231,28175.86362,58.30501138,59.80181123
3/24/2024,78093.45097,33669.76274,89365.78549,96814.40143,62204.89786,24735.22392,1157967.58,0.201177736,21586.29546,1.870265858,65.90834081,209450.6665,3190369.505,598358.8517,6506.684757,27.01211769,48.83821617
3/31/2024,104269.6083,83180.36489,93059.2442,26978.11454,67181.15167,20095.97037,800079.7634,0.222290847,22792.67164,2.583801895,88.05741939,498849.8001,4269191.08,805274.785,28360.90067,47.60019563,63.57267528
4/7/2024,64092.4225,90980.79257,60907.39191,94229.82102,49090.57986,13686.25978,1034794.797,0.103622037,21026.00385,3.245891672,98.01307794,270472.5209,2809273.138,1630497.571,13790.56718,28.03734755,32.66705288
4/14/2024,130219.6981,31492.9046,60121.30357,48957.65586,62066.85601,16291.82804,1223516.257,0.274424782,21171.01706,2.964449773,113.0218697,280554.8097,3574310.781,2834687.544,7535.520711,41.43310738,68.62854199
4/21/2024,57455.06437,76088.37525,83863.61432,35044.01035,58823.57339,16634.01691,1387557.125,0.286423656,21415.77251,3.113122296,114.3313677,165449.5285,3105610.644,1290390.262,17146.79398,23.86705799,59.73136591
4/28/2024,148688.6937,50384.61977,71997.11446,84222.65906,82586.85079,18085.62121,971566.4235,0.213026637,21053.06441,2.817566733,98.71969006,417923.8195,3926358.087,1768087.022,11419.41419,38.01483745,49.70972812
5/5/2024,127224.4769,88065.55114,76157.35018,78460.14198,18408.47853,17886.04994,773093.5227,0.239330165,21362.87087,2.884553129,125.3699925,377472.8903,1326519.928,603932.1476,12121.82255,50.24653316,15.68524521
5/12/2024,69871.56815,45692.97861,83663.41355,99585.12115,36072.23922,41871.11301,1663717.825,0.284499876,22166.08312,3.198391303,106.9709678,188307.8451,1241408.336,870858.0024,12682.24912,33.90286097,109.3478532
5/19/2024,50552.21171,92184.39643,91200.42735,87481.03872,86280.86131,20730.24405,1119534.996,0.241447727,21842.8491,1.999336018,109.8384027,132952.4182,1988412.936,2966575.307,25075.64745,46.59646898,56.97272218
5/26/2024,131546.1428,64806.18117,47039.61255,93295.87908,81769.78379,29187.69688,1680525.232,0.130507809,22785.34342,2.478849927,124.9420025,372199.7208,1638178.72,2912796.741,18479.03192,51.81799843,25.30092654
6/2/2024,120685.7344,114305.699,50046.63621,48972.93867,49174.25646,57339.4205,914430.0911,0.215257672,22634.88712,1.942418884,130.3842641,361804.4857,4487134.266,512349.9523,12782.69248,57.08711278,49.03458012
6/9/2024,122900.7168,42376.88497,27518.55519,40082.36122,61509.94484,36922.04365,1557680.445,0.221343009,21683.6347,3.475336016,133.1168679,209303.8108,1876855.949,2879529.464,20258.34458,29.38568327,56.59773285
6/16/2024,127127.0347,60695.97159,66262.41128,88802.25389,35803.58872,36702.30954,1298884.149,0.184826134,21518.84687,3.388118679,82.74460512,480345.4249,4903461.023,2097799.845,22903.76686,35.97263663,82.75378956
6/23/2024,57404.46517,40212.61691,22875.3819,93580.95284,29109.08698,16892.79485,577735.3052,0.247288847,21759.38482,1.578853623,106.3238259,160423.1567,2347583.167,2669795.736,11815.60002,26.09664053,73.36143806
6/30/2024,85846.57285,113222.4256,57247.84145,109192.9371,49777.38037,17691.56075,1004906.417,0.286873403,22180.58989,2.911150345,87.96800128,272933.9204,1728471.663,1636849.639,15338.72754,59.69934009,76.93048936
7/7/2024,61586.90595,108960.5418,63411.57078,60072.50254,41501.4171,11634.74465,701622.0154,0.285113703,21536.12728,3.350496635,83.88544764,477446.3681,4158794.029,1788990.071,8047.152333,57.08003872,1.103126443
7/14/2024,136310.3426,53214.74649,42923.30017,56621.53729,58774.20839,16757.40252,595062.4557,0.190167874,22248.29782,1.86115069,106.6624424,267890.9268,3634831.102,1722116.451,9528.733738,41.59828521,41.61539982
7/21/2024,112329.8127,89398.56414,67266.66085,90995.10166,20830.09777,21143.61356,1984940.349,0.122647609,21818.8233,2.635890461,108.6695449,355410.3791,2992782.866,2167160.644,22027.94635,53.68133178,48.13441516
7/28/2024,83089.80249,103549.998,22440.02,53968.30092,88079.61057,17080.41937,983530.7675,0.29696824,22104.09436,3.330976595,105.8638285,259037.7592,3221454.204,849128.1369,9535.958692,40.83831909,1.919227682
8/4/2024,56355.83503,79968.07304,22987.8551,104114.3727,88965.80584,13548.10135,1714811.669,0.267779617,21872.25306,1.567891957,104.2854822,209686.0809,3876807.113,574933.9747,18129.08459,44.94342752,25.98132087
8/11/2024,81098.23217,77668.55205,85808.04485,97965.08391,67362.12855,14825.43484,881960.9821,0.124932536,21588.93152,2.894840534,99.65725942,493591.0592,1913818.965,1269824.854,22726.15654,23.56497728,76.02898231
8/18/2024,82518.3322,51766.70618,48815.25131,61464.49233,55207.22748,28431.15072,1522254.083,0.284168377,22896.90661,2.094698015,96.52572112,263733.6025,4985335.664,2261701.907,7671.923077,50.21081682,13.71097057
8/25/2024,122960.6178,38379.2491,30164.84101,88824.04076,38214.57122,18253.34874,1640341.79,0.273979272,22527.21159,3.348792391,82.6096028,457639.6815,4899172.649,1004633.63,19182.80549,25.10853935,53.53101315
9/1/2024,113755.7471,110749.4182,61779.4608,89136.1443,76034.62648,24570.79444,1393458.111,0.203767611,21280.22635,3.44211649,92.25359639,191981.8424,3601302.745,2183581.083,11414.06959,53.04270521,21.5201872
9/8/2024,138721.2743,111037.6251,81599.48425,33765.52885,66354.83794,30136.69083,1207364.283,0.218255087,22736.93595,3.388532978,91.18065551,185241.8816,1798169.804,2924780.115,29073.17188,51.28112351,1.212077464
9/15/2024,97221.49252,86979.13115,37265.6822,101716.9971,27196.27045,37615.79315,1117761.371,0.179800541,21974.8624,2.448428433,87.79261351,112453.6332,3720912.97,734751.7895,17088.64117,48.34978791,24.12014576
9/22/2024,61959.42459,60512.68119,69831.23807,67946.45166,83319.53884,11572.48559,1023302.4,0.110952328,22789.10445,3.224085302,101.7026034,360666.7302,1288793.636,2181505.296,25149.81374,21.44641522,97.58737549
9/29/2024,121324.4787,61428.86172,26827.7972,95248.88462,76690.29322,41976.41596,1894293.716,0.167039448,22599.71051,3.189098797,94.87627205,247410.5375,1122610.009,1609375.548,18755.66355,32.12513424,80.15371119
10/6/2024,126078.5049,95336.0111,24134.53769,52204.21609,86234.9935,35116.01558,1745929.112,0.26057069,21850.42701,2.138200946,82.43138648,445743.2999,2030731.554,2670355.636,6085.313321,30.5245028,95.95766443
10/13/2024,106127.7198,110739.9234,62508.37053,101119.4744,69428.96313,13270.36128,1947540.366,0.100926405,21044.93862,3.157830948,86.60549606,289283.9627,2850491.827,942874.4736,20828.78439,34.4054563,48.78540439
10/20/2024,127096.718,109837.7782,63250.80973,58082.14269,61006.1397,44943.14496,686445.8352,0.166699834,21537.35472,1.574015269,100.4977629,487277.3712,4473090.022,2231564.881,28785.08356,23.50570987,10.97361987
10/27/2024,99379.55964,100188.7991,70994.39212,25921.20038,46368.22772,46834.89602,1596301.213,0.179633739,22083.26843,2.692539757,82.28392578,174210.2063,3908676.279,2595288.224,20040.2955,57.47831292,54.7959489
11/3/2024,102273.2829,87782.84815,78087.3067,101957.468,84954.63625,12443.11839,1907510.685,0.207479121,22266.95644,1.960017675,105.5362074,447449.2672,3970826.085,2861535.549,25479.72149,42.15208963,45.43773346
11/10/2024,92754.10184,37572.59685,98068.16636,32759.36753,79954.79171,21075.10593,771849.5992,0.283971123,21515.77537,1.741133772,94.85439581,410638.7411,2701973.338,2208120.071,27105.16158,32.22097243,84.43570827
11/17/2024,52541.91267,44546.58427,61304.02786,52141.6592,18391.40026,42248.05119,599744.4011,0.169269199,21278.71215,1.653906403,94.41759732,408368.7379,2383739.97,1742936.91,10701.9943,35.87926068,9.808258078
11/24/2024,60789.1427,110869.877,45836.51784,105755.2672,16977.52309,39930.38762,1611680.974,0.16939064,22669.86047,2.892577552,97.77223354,437913.2912,2484155.052,2044618.101,10301.121,37.88810162,48.8241137
12/1/2024,53142.91857,84578.61537,83614.89558,105801.6075,43234.75252,17380.84077,1361709.67,0.24750025,22968.80436,2.179749928,104.740429,404409.5964,4950598.255,2672262.461,20274.52472,44.02377333,15.00486647
12/8/2024,113641.0411,30827.73465,41666.5801,73742.22049,75791.49981,18373.97293,1762743.165,0.190443588,22051.38036,2.949533543,90.43427624,350488.1287,1160436.766,1926524.367,15275.71175,40.62717711,32.46759269
12/15/2024,81435.59811,39132.43886,55117.71366,78706.16303,89045.7097,24818.88411,709658.5649,0.144920965,21343.35857,1.630712682,100.3404846,152497.9511,4468125.984,575967.6492,25996.53257,56.77567893,73.73570774
12/22/2024,100857.0691,89715.15922,26276.51051,63117.86937,26281.26683,29380.91941,1692900.968,0.190487903,21544.61465,2.130580676,96.97195892,113010.4718,3314701.634,2827371.739,27500.57808,39.87853932,47.60181294
